subset_id,feature_family,feature_count,model,split,condition,baseline_condition,accuracy,macro_f1,weighted_f1,accuracy_loss_vs_original,macro_f1_loss_vs_original,weighted_f1_loss_vs_original,rows
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,test,paraphrase,original,0.404255,0.364734,0.379121,-0.070922,-0.063684,-0.078071,47
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,test,modernize,original,0.358491,0.341573,0.340942,-0.025158,-0.040523,-0.039892,53
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,test,simplify,original,0.392157,0.332521,0.334631,-0.058824,-0.031471,-0.033581,51
qc_pass_only,lexical_richness,6,nearest_centroid,validation,original,original,0.240741,0.201521,0.201521,0.0,0.0,0.0,54
qc_pass_only,lexical_richness,6,nearest_centroid,validation,paraphrase,original,0.159091,0.051852,0.056566,0.08165,0.149669,0.144955,44
qc_pass_only,lexical_richness,6,nearest_centroid,validation,modernize,original,0.28,0.230912,0.234496,-0.039259,-0.029391,-0.032975,50
qc_pass_only,lexical_richness,6,nearest_centroid,validation,simplify,original,0.319149,0.2678,0.269643,-0.078408,-0.066279,-0.068122,47
qc_pass_only,lexical_richness,6,nearest_centroid,test,original,original,0.37037,0.368784,0.368784,0.0,0.0,0.0,54
qc_pass_only,lexical_richness,6,nearest_centroid,test,paraphrase,original,0.191489,0.120338,0.121076,0.178881,0.248446,0.247708,47
qc_pass_only,lexical_richness,6,nearest_centroid,test,modernize,original,0.283019,0.279971,0.28148,0.087351,0.088813,0.087304,53
qc_pass_only,lexical_richness,6,nearest_centroid,test,simplify,original,0.27451,0.255623,0.264777,0.09586,0.113161,0.104007,51
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,validation,original,original,0.259259,0.242087,0.242087,0.0,0.0,0.0,54
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,validation,paraphrase,original,0.090909,0.043694,0.04398,0.16835,0.198393,0.198107,44
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,validation,modernize,original,0.26,0.247946,0.249742,-0.000741,-0.005859,-0.007655,50
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,validation,simplify,original,0.276596,0.29,0.296028,-0.017337,-0.047913,-0.053941,47
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,test,original,original,0.388889,0.35664,0.35664,0.0,0.0,0.0,54
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,test,paraphrase,original,0.234043,0.168968,0.162094,0.154846,0.187672,0.194546,47
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,test,modernize,original,0.283019,0.294692,0.289154,0.10587,0.061948,0.067486,53
qc_pass_only,lexical_richness,6,diagonal_gaussian_nb,test,simplify,original,0.294118,0.298942,0.302708,0.094771,0.057698,0.053932,51
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,validation,original,original,0.277778,0.251379,0.251379,0.0,0.0,0.0,54
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,validation,paraphrase,original,0.159091,0.069298,0.073325,0.118687,0.182081,0.178054,44
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,validation,modernize,original,0.32,0.282347,0.285339,-0.042222,-0.030968,-0.03396,50
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,validation,simplify,original,0.340426,0.300509,0.303641,-0.062648,-0.04913,-0.052262,47
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,test,original,original,0.37037,0.370578,0.370578,0.0,0.0,0.0,54
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,test,paraphrase,original,0.212766,0.138158,0.139138,0.157604,0.23242,0.23144,47
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,test,modernize,original,0.283019,0.279971,0.28148,0.087351,0.090607,0.089098,53
qc_pass_only,lexical_richness,6,linear_discriminant_shrinkage,test,simplify,original,0.27451,0.268444,0.275738,0.09586,0.102134,0.09484,51
qc_pass_only,punctuation,10,nearest_centroid,validation,original,original,0.444444,0.439218,0.439218,0.0,0.0,0.0,54
qc_pass_only,punctuation,10,nearest_centroid,validation,paraphrase,original,0.386364,0.364203,0.369419,0.05808,0.075015,0.069799,44
qc_pass_only,punctuation,10,nearest_centroid,validation,modernize,original,0.4,0.395902,0.389879,0.044444,0.043316,0.049339,50
qc_pass_only,punctuation,10,nearest_centroid,validation,simplify,original,0.425532,0.397743,0.391422,0.018912,0.041475,0.047796,47
qc_pass_only,punctuation,10,nearest_centroid,test,original,original,0.444444,0.436272,0.436272,0.0,0.0,0.0,54
qc_pass_only,punctuation,10,nearest_centroid,test,paraphrase,original,0.446809,0.458868,0.470472,-0.002365,-0.022596,-0.0342,47
qc_pass_only,punctuation,10,nearest_centroid,test,modernize,original,0.471698,0.462359,0.459762,-0.027254,-0.026087,-0.02349,53
qc_pass_only,punctuation,10,nearest_centroid,test,simplify,original,0.45098,0.428395,0.422056,-0.006536,0.007877,0.014216,51
qc_pass_only,punctuation,10,diagonal_gaussian_nb,validation,original,original,0.444444,0.35518,0.35518,0.0,0.0,0.0,54
qc_pass_only,punctuation,10,diagonal_gaussian_nb,validation,paraphrase,original,0.409091,0.305109,0.315752,0.035353,0.050071,0.039428,44
qc_pass_only,punctuation,10,diagonal_gaussian_nb,validation,modernize,original,0.42,0.340586,0.326963,0.024444,0.014594,0.028217,50
qc_pass_only,punctuation,10,diagonal_gaussian_nb,validation,simplify,original,0.361702,0.265012,0.266396,0.082742,0.090168,0.088784,47
qc_pass_only,punctuation,10,diagonal_gaussian_nb,test,original,original,0.407407,0.313272,0.313272,0.0,0.0,0.0,54
qc_pass_only,punctuation,10,diagonal_gaussian_nb,test,paraphrase,original,0.489362,0.322511,0.357005,-0.081955,-0.009239,-0.043733,47
qc_pass_only,punctuation,10,diagonal_gaussian_nb,test,modernize,original,0.45283,0.353016,0.355903,-0.045423,-0.039744,-0.042631,53
qc_pass_only,punctuation,10,diagonal_gaussian_nb,test,simplify,original,0.392157,0.316692,0.317238,0.01525,-0.00342,-0.003966,51
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,validation,original,original,0.5,0.495595,0.495595,0.0,0.0,0.0,54
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,validation,paraphrase,original,0.431818,0.410506,0.419106,0.068182,0.085089,0.076489,44
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,validation,modernize,original,0.44,0.424112,0.417438,0.06,0.071483,0.078157,50
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,validation,simplify,original,0.404255,0.381838,0.376323,0.095745,0.113757,0.119272,47
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,test,original,original,0.518519,0.506396,0.506396,0.0,0.0,0.0,54
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,test,paraphrase,original,0.446809,0.460622,0.479486,0.07171,0.045774,0.02691,47
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,test,modernize,original,0.471698,0.463725,0.461693,0.046821,0.042671,0.044703,53
qc_pass_only,punctuation,10,linear_discriminant_shrinkage,test,simplify,original,0.431373,0.406606,0.399494,0.087146,0.09979,0.106902,51
qc_pass_only,register_marker,4,nearest_centroid,validation,original,original,0.277778,0.276199,0.276199,0.0,0.0,0.0,54
qc_pass_only,register_marker,4,nearest_centroid,validation,paraphrase,original,0.25,0.208995,0.210678,0.027778,0.067204,0.065521,44
qc_pass_only,register_marker,4,nearest_centroid,validation,modernize,original,0.26,0.240039,0.236848,0.017778,0.03616,0.039351,50
qc_pass_only,register_marker,4,nearest_centroid,validation,simplify,original,0.212766,0.166744,0.162545,0.065012,0.109455,0.113654,47
qc_pass_only,register_marker,4,nearest_centroid,test,original,original,0.444444,0.45296,0.45296,0.0,0.0,0.0,54
qc_pass_only,register_marker,4,nearest_centroid,test,paraphrase,original,0.319149,0.31456,0.310967,0.125295,0.1384,0.141993,47
qc_pass_only,register_marker,4,nearest_centroid,test,modernize,original,0.377358,0.369448,0.366355,0.067086,0.083512,0.086605,53
qc_pass_only,register_marker,4,nearest_centroid,test,simplify,original,0.294118,0.268748,0.266261,0.150326,0.184212,0.186699,51
qc_pass_only,register_marker,4,diagonal_gaussian_nb,validation,original,original,0.240741,0.209396,0.209396,0.0,0.0,0.0,54
qc_pass_only,register_marker,4,diagonal_gaussian_nb,validation,paraphrase,original,0.363636,0.277272,0.282457,-0.122895,-0.067876,-0.073061,44
qc_pass_only,register_marker,4,diagonal_gaussian_nb,validation,modernize,original,0.32,0.273618,0.273721,-0.079259,-0.064222,-0.064325,50
qc_pass_only,register_marker,4,diagonal_gaussian_nb,validation,simplify,original,0.361702,0.277127,0.272469,-0.120961,-0.067731,-0.063073,47
qc_pass_only,register_marker,4,diagonal_gaussian_nb,test,original,original,0.425926,0.394605,0.394605,0.0,0.0,0.0,54
qc_pass_only,register_marker,4,diagonal_gaussian_nb,test,paraphrase,original,0.276596,0.207407,0.194799,0.14933,0.187198,0.199806,47
qc_pass_only,register_marker,4,diagonal_gaussian_nb,test,modernize,original,0.301887,0.251616,0.246519,0.124039,0.142989,0.148086,53
qc_pass_only,register_marker,4,diagonal_gaussian_nb,test,simplify,original,0.372549,0.303049,0.294979,0.053377,0.091556,0.099626,51
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,validation,original,original,0.277778,0.275737,0.275737,0.0,0.0,0.0,54
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,validation,paraphrase,original,0.227273,0.192857,0.193939,0.050505,0.08288,0.081798,44
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,validation,modernize,original,0.22,0.212325,0.20731,0.057778,0.063412,0.068427,50
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,validation,simplify,original,0.191489,0.142063,0.139007,0.086289,0.133674,0.13673,47
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,test,original,original,0.407407,0.417904,0.417904,0.0,0.0,0.0,54
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,test,paraphrase,original,0.319149,0.31456,0.310967,0.088258,0.103344,0.106937,47
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,test,modernize,original,0.301887,0.298787,0.298619,0.10552,0.119117,0.119285,53
qc_pass_only,register_marker,4,linear_discriminant_shrinkage,test,simplify,original,0.254902,0.240842,0.238707,0.152505,0.177062,0.179197,51
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,validation,original,original,0.611111,0.59829,0.59829,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,validation,paraphrase,original,0.346939,0.303682,0.302586,0.264172,0.294608,0.295704,49
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,validation,modernize,original,0.555556,0.539813,0.539813,0.055555,0.058477,0.058477,54
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,validation,simplify,original,0.471698,0.429275,0.431569,0.139413,0.169015,0.166721,53
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,test,original,original,0.648148,0.649932,0.649932,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,test,paraphrase,original,0.36,0.326232,0.311429,0.288148,0.3237,0.338503,50
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,test,modernize,original,0.481481,0.46412,0.46412,0.166667,0.185812,0.185812,54
pass_plus_non_hard_length_warning,char3,120,nearest_centroid,test,simplify,original,0.509434,0.49176,0.496321,0.138714,0.158172,0.153611,53
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,validation,original,original,0.574074,0.559045,0.559045,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,validation,paraphrase,original,0.469388,0.435847,0.432054,0.104686,0.123198,0.126991,49
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,validation,modernize,original,0.518519,0.503738,0.503738,0.055555,0.055307,0.055307,54
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,validation,simplify,original,0.45283,0.4435,0.443781,0.121244,0.115545,0.115264,53
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,test,original,original,0.722222,0.725259,0.725259,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,test,paraphrase,original,0.36,0.345019,0.328996,0.362222,0.38024,0.396263,50
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,test,modernize,original,0.462963,0.459058,0.459058,0.259259,0.266201,0.266201,54
pass_plus_non_hard_length_warning,char3,120,diagonal_gaussian_nb,test,simplify,original,0.471698,0.434506,0.436746,0.250524,0.290753,0.288513,53
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,validation,original,original,0.592593,0.58155,0.58155,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,validation,paraphrase,original,0.367347,0.313449,0.313954,0.225246,0.268101,0.267596,49
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,validation,modernize,original,0.518519,0.508893,0.508893,0.074074,0.072657,0.072657,54
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,validation,simplify,original,0.433962,0.406864,0.408252,0.158631,0.174686,0.173298,53
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,test,original,original,0.648148,0.649932,0.649932,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,test,paraphrase,original,0.4,0.360185,0.3461,0.248148,0.289747,0.303832,50
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,test,modernize,original,0.481481,0.47076,0.47076,0.166667,0.179172,0.179172,54
pass_plus_non_hard_length_warning,char3,120,linear_discriminant_shrinkage,test,simplify,original,0.490566,0.472045,0.474994,0.157582,0.177887,0.174938,53
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,validation,original,original,0.574074,0.571303,0.571303,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,validation,paraphrase,original,0.326531,0.305406,0.308853,0.247543,0.265897,0.26245,49
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,validation,modernize,original,0.462963,0.454143,0.454143,0.111111,0.11716,0.11716,54
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,validation,simplify,original,0.45283,0.394592,0.402037,0.121244,0.176711,0.169266,53
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,test,original,original,0.592593,0.590119,0.590119,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,test,paraphrase,original,0.48,0.445532,0.431131,0.112593,0.144587,0.158988,50
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,test,modernize,original,0.518519,0.499919,0.499919,0.074074,0.0902,0.0902,54
pass_plus_non_hard_length_warning,function_word,57,nearest_centroid,test,simplify,original,0.54717,0.522963,0.523396,0.045423,0.067156,0.066723,53
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,validation,original,original,0.648148,0.639775,0.639775,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,validation,paraphrase,original,0.428571,0.410496,0.414037,0.219577,0.229279,0.225738,49
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,validation,modernize,original,0.518519,0.503551,0.503551,0.129629,0.136224,0.136224,54
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,validation,simplify,original,0.566038,0.534343,0.536878,0.08211,0.105432,0.102897,53
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,test,original,original,0.555556,0.552546,0.552546,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,test,paraphrase,original,0.48,0.448517,0.436065,0.075556,0.104029,0.116481,50
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,test,modernize,original,0.5,0.483229,0.483229,0.055556,0.069317,0.069317,54
pass_plus_non_hard_length_warning,function_word,57,diagonal_gaussian_nb,test,simplify,original,0.433962,0.393079,0.395464,0.121594,0.159467,0.157082,53
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,validation,original,original,0.592593,0.584211,0.584211,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,validation,paraphrase,original,0.367347,0.342033,0.350751,0.225246,0.242178,0.23346,49
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,validation,modernize,original,0.425926,0.414106,0.414106,0.166667,0.170105,0.170105,54
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,validation,simplify,original,0.45283,0.397884,0.405391,0.139763,0.186327,0.17882,53
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,test,original,original,0.574074,0.566936,0.566936,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,test,paraphrase,original,0.46,0.424784,0.408724,0.114074,0.142152,0.158212,50
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,test,modernize,original,0.518519,0.499919,0.499919,0.055555,0.067017,0.067017,54
pass_plus_non_hard_length_warning,function_word,57,linear_discriminant_shrinkage,test,simplify,original,0.54717,0.527268,0.527782,0.026904,0.039668,0.039154,53
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,validation,original,original,0.351852,0.322724,0.322724,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,validation,paraphrase,original,0.367347,0.341602,0.338341,-0.015495,-0.018878,-0.015617,49
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,validation,modernize,original,0.388889,0.381944,0.381944,-0.037037,-0.05922,-0.05922,54
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,validation,simplify,original,0.339623,0.26362,0.268594,0.012229,0.059104,0.05413,53
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,test,original,original,0.314815,0.284628,0.284628,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,test,paraphrase,original,0.36,0.324074,0.338,-0.045185,-0.039446,-0.053372,50
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,test,modernize,original,0.37037,0.367094,0.367094,-0.055555,-0.082466,-0.082466,54
pass_plus_non_hard_length_warning,length_rhythm,8,nearest_centroid,test,simplify,original,0.320755,0.278592,0.27497,-0.00594,0.006036,0.009658,53
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,validation,original,original,0.296296,0.271934,0.271934,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,validation,paraphrase,original,0.306122,0.285203,0.279284,-0.009826,-0.013269,-0.00735,49
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,validation,modernize,original,0.259259,0.231613,0.231613,0.037037,0.040321,0.040321,54
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,validation,simplify,original,0.226415,0.214943,0.214282,0.069881,0.056991,0.057652,53
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,test,original,original,0.388889,0.335566,0.335566,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,test,paraphrase,original,0.32,0.280734,0.286498,0.068889,0.054832,0.049068,50
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,test,modernize,original,0.407407,0.367884,0.367884,-0.018518,-0.032318,-0.032318,54
pass_plus_non_hard_length_warning,length_rhythm,8,diagonal_gaussian_nb,test,simplify,original,0.320755,0.289684,0.288288,0.068134,0.045882,0.047278,53
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,validation,original,original,0.333333,0.295865,0.295865,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,validation,paraphrase,original,0.326531,0.299463,0.298715,0.006802,-0.003598,-0.00285,49
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,validation,modernize,original,0.407407,0.389375,0.389375,-0.074074,-0.09351,-0.09351,54
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,validation,simplify,original,0.301887,0.260051,0.264958,0.031446,0.035814,0.030907,53
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,test,original,original,0.333333,0.30105,0.30105,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,test,paraphrase,original,0.38,0.342742,0.357769,-0.046667,-0.041692,-0.056719,50
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,test,modernize,original,0.351852,0.336507,0.336507,-0.018519,-0.035457,-0.035457,54
pass_plus_non_hard_length_warning,length_rhythm,8,linear_discriminant_shrinkage,test,simplify,original,0.377358,0.323468,0.319641,-0.044025,-0.022418,-0.018591,53
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,validation,original,original,0.240741,0.201521,0.201521,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,validation,paraphrase,original,0.142857,0.047619,0.046647,0.097884,0.153902,0.154874,49
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,validation,modernize,original,0.277778,0.224641,0.224641,-0.037037,-0.02312,-0.02312,54
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,validation,simplify,original,0.301887,0.246335,0.250983,-0.061146,-0.044814,-0.049462,53
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,test,original,original,0.37037,0.368784,0.368784,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,test,paraphrase,original,0.18,0.115122,0.111474,0.19037,0.253662,0.25731,50
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,test,modernize,original,0.277778,0.275047,0.275047,0.092592,0.093737,0.093737,54
pass_plus_non_hard_length_warning,lexical_richness,6,nearest_centroid,test,simplify,original,0.264151,0.24722,0.251885,0.106219,0.121564,0.116899,53
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,validation,original,original,0.259259,0.242087,0.242087,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,validation,paraphrase,original,0.102041,0.047674,0.046701,0.157218,0.194413,0.195386,49
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,validation,modernize,original,0.240741,0.227931,0.227931,0.018518,0.014156,0.014156,54
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,validation,simplify,original,0.283019,0.298925,0.299848,-0.02376,-0.056838,-0.057761,53
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,test,original,original,0.388889,0.35664,0.35664,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,test,paraphrase,original,0.24,0.171396,0.161541,0.148889,0.185244,0.195099,50
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,test,modernize,original,0.296296,0.301916,0.301916,0.092593,0.054724,0.054724,54
pass_plus_non_hard_length_warning,lexical_richness,6,diagonal_gaussian_nb,test,simplify,original,0.301887,0.301743,0.30492,0.087002,0.054897,0.05172,53
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,validation,original,original,0.277778,0.251379,0.251379,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,validation,paraphrase,original,0.142857,0.063273,0.061982,0.134921,0.188106,0.189397,49
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,validation,modernize,original,0.314815,0.272559,0.272559,-0.037037,-0.02118,-0.02118,54
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,validation,simplify,original,0.320755,0.274274,0.279449,-0.042977,-0.022895,-0.02807,53
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,test,original,original,0.37037,0.370578,0.370578,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,test,paraphrase,original,0.2,0.131911,0.128463,0.17037,0.238667,0.242115,50
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,test,modernize,original,0.277778,0.275047,0.275047,0.092592,0.095531,0.095531,54
pass_plus_non_hard_length_warning,lexical_richness,6,linear_discriminant_shrinkage,test,simplify,original,0.264151,0.259681,0.262065,0.106219,0.110897,0.108513,53
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,validation,original,original,0.444444,0.439218,0.439218,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,validation,paraphrase,original,0.387755,0.370607,0.366214,0.056689,0.068611,0.073004,49
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,validation,modernize,original,0.388889,0.3794,0.3794,0.055555,0.059818,0.059818,54
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,validation,simplify,original,0.433962,0.401374,0.402288,0.010482,0.037844,0.03693,53
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,test,original,original,0.444444,0.436272,0.436272,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,test,paraphrase,original,0.46,0.466396,0.48197,-0.015556,-0.030124,-0.045698,50
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,test,modernize,original,0.481481,0.46842,0.46842,-0.037037,-0.032148,-0.032148,54
pass_plus_non_hard_length_warning,punctuation,10,nearest_centroid,test,simplify,original,0.433962,0.415856,0.411124,0.010482,0.020416,0.025148,53
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,validation,original,original,0.444444,0.35518,0.35518,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,validation,paraphrase,original,0.367347,0.275309,0.275132,0.077097,0.079871,0.080048,49
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,validation,modernize,original,0.407407,0.322438,0.322438,0.037037,0.032742,0.032742,54
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,validation,simplify,original,0.377358,0.305715,0.30771,0.067086,0.049465,0.04747,53
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,test,original,original,0.407407,0.313272,0.313272,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,test,paraphrase,original,0.5,0.361314,0.385775,-0.092593,-0.048042,-0.072503,50
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,test,modernize,original,0.444444,0.346701,0.346701,-0.037037,-0.033429,-0.033429,54
pass_plus_non_hard_length_warning,punctuation,10,diagonal_gaussian_nb,test,simplify,original,0.377358,0.304272,0.300957,0.030049,0.009,0.012315,53
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,validation,original,original,0.5,0.495595,0.495595,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,validation,paraphrase,original,0.428571,0.413933,0.411559,0.071429,0.081662,0.084036,49
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,validation,modernize,original,0.425926,0.403121,0.403121,0.074074,0.092474,0.092474,54
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,validation,simplify,original,0.415094,0.387403,0.388054,0.084906,0.108192,0.107541,53
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,test,original,original,0.518519,0.506396,0.506396,0.0,0.0,0.0,54
