audit_id,text_id,passage_id,condition,author_id,author_name,work_id,work_title,qc_status,qc_flags,original_text_sha256,rewritten_text_sha256
E4_079,TWAIN_HUCKLEBERRY_FINN_029__simplify,TWAIN_HUCKLEBERRY_FINN_029,simplify,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,pass,,360b866859df9103e13659fa7aee275dceb686e412d3bc4b780ae35d3ceb6471,ea21b60d0315b1609edf3dcbe521212558f796849e5c3e455f6a2820e7e30d0b
E4_080,POE_WORKS_VOLUME_2_029__paraphrase,POE_WORKS_VOLUME_2_029,paraphrase,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,e968459be96d93a5d6123da9e07613800b6ab0ee2f1fe15b062bd40890f19edc,9a46bfef9447ce4535bed334d79597ab7fa0f74accab904fe38bc6a2449e59d2
E4_081,AUSTEN_EMMA_015__paraphrase,AUSTEN_EMMA_015,paraphrase,austen,Jane Austen,emma,Emma,pass,,04cb8579035412bf9e93d7304b989dc5692e1404cc6388b82f0ff3266ce13bd9,3714bba36013bedbaa977e0e7be0887b113f181366bd4a379cc8b1f830705406
E4_082,AUSTEN_PRIDE_AND_PREJUDICE_019__modernize,AUSTEN_PRIDE_AND_PREJUDICE_019,modernize,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,1a162a59ade96be34c1f35f1531957895bec8053931960e455e2d3042be39d38,e3f17b07578ba116222d85796b758c2eea2adfbf39cdbc17dc20620978578a3a
E4_083,DICKENS_OLIVER_TWIST_016__paraphrase,DICKENS_OLIVER_TWIST_016,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,9fc9bde087523a70f0b3595ab825fd030931325dea3960c04c9f03b6ee040038,b166426d3581e803a963fcce15ab62e51593a4c7a03d10d8eab57526ee6b4b92
E4_084,TWAIN_HUCKLEBERRY_FINN_024__modernize,TWAIN_HUCKLEBERRY_FINN_024,modernize,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,pass,,0328cf87a5cda5b9d46bc66412496032426763d9b573542ff12002f59d9ff7af,aa9f21768c3ff79a8554e7c9f6af1f0f9210bf3d7d151dda2b82a36876f942ff
E4_085,AUSTEN_EMMA_024__paraphrase,AUSTEN_EMMA_024,paraphrase,austen,Jane Austen,emma,Emma,pass,,6113877adc489549b67c6bef6f7dea885829b25b730643acbc44149e37e93f20,74ee5064c7736639281fab38df1f3180fa4f3a06acf51fd26cc8e9c227ba3d47
E4_086,DICKENS_GREAT_EXPECTATIONS_022__simplify,DICKENS_GREAT_EXPECTATIONS_022,simplify,dickens,Charles Dickens,great_expectations,Great Expectations,pass,,f69ae18ed2536c243c6f86baf561201ae53a536da88ff518711dfdc4fe6f9f57,4277cc233a239021ce268e53869fd7841c790a15a5fe227dd6bf5527b301d55f
E4_087,TWAIN_HUCKLEBERRY_FINN_019__simplify,TWAIN_HUCKLEBERRY_FINN_019,simplify,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,pass,,71b2b853a5324f434fe6c4f340d04978d0178a0d9584491739595cc2d9c2c9e9,7fb5d2c16ecdf868e421ee3f1c02152f024bd9d1b2daaa1f6b9d6ddd93cc8794
E4_088,DICKENS_OLIVER_TWIST_027__paraphrase,DICKENS_OLIVER_TWIST_027,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,98d29b543aaec45a761a98b77278ab4f08f44251bfe79bc405c9d40122f0fba1,b34bc29c12311561f48f88f0a81a28a7623284285b63862013c8145326536fa6
E4_089,TWAIN_HUCKLEBERRY_FINN_021__paraphrase,TWAIN_HUCKLEBERRY_FINN_021,paraphrase,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,pass,,400c73b5aa1d2af715cfa1bc0b5c3e6f88074468e2e732e4dfbdeaa0a7e7891e,c24fde935c303e227f3bffba6fcfa7d431d69fa169aa08237e1a99b5740eaf11
E4_090,DICKENS_GREAT_EXPECTATIONS_019__modernize,DICKENS_GREAT_EXPECTATIONS_019,modernize,dickens,Charles Dickens,great_expectations,Great Expectations,pass,,2263b5b73744173d343cda913211d0cee238fecd2c7013a6ae3d39a6c6bec02f,d7ddaa7d180ec9ca002b6119e3df212e0cf9198e7f18daadf5b3aac3a63f914d
E4_091,WILDE_LORD_ARTHUR_STORIES_011__paraphrase,WILDE_LORD_ARTHUR_STORIES_011,paraphrase,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,pass,,a6058990782cf303d57de3addce867f5a1fe46b1b3e29e9f942f408165511b3a,04e9f47585a0d9a711144682f07cc30a50201ad208ef6b8a9ccd422a873aa373
E4_092,WILDE_LORD_ARTHUR_STORIES_021__paraphrase,WILDE_LORD_ARTHUR_STORIES_021,paraphrase,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,pass,,da371e5845ec77914488d10f40855d64e5812c3e832d7fb6bc9925ba3009c0b1,1d57f71eae98daa2269d1749c6eece236126ff9acd91eda26140aa8d4a02d797
E4_093,POE_WORKS_VOLUME_1_030__simplify,POE_WORKS_VOLUME_1_030,simplify,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,warning,length_soft_warning,85a932b59dc6ae3b07dfd0e31c73a644543b6c48460f5fe06af87bdb1836d2b6,3cf1a08791d5d93abf48dd05ee9205fe4b8b212ca49c0d262e2e344a976edb38
E4_094,TWAIN_HUCKLEBERRY_FINN_029__paraphrase,TWAIN_HUCKLEBERRY_FINN_029,paraphrase,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,pass,,360b866859df9103e13659fa7aee275dceb686e412d3bc4b780ae35d3ceb6471,d11ff800f0c27cda993e77c244003488668f9e375349e4c5b354fa7d37b87c47
E4_095,TWAIN_TOM_SAWYER_012__paraphrase,TWAIN_TOM_SAWYER_012,paraphrase,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,warning,length_soft_warning,a59aee0dc198ace6c8b2588ddd511b10edf0283c2b5c69a24dc18d7388e320a5,c23c236ed168bccf2229146c6e40c73043c6eb096728e372158abb6ac3c0ef7e
E4_096,TWAIN_TOM_SAWYER_024__simplify,TWAIN_TOM_SAWYER_024,simplify,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,pass,,b0c02bdf91e72d0bd46fc060362aa2f87f21ff7e0635045623bef84d53e74011,daa218295b81c7b6567a486363593f7240bec6c5d99dccb4e0b1faeb0d53aa12
E4_097,TWAIN_TOM_SAWYER_029__paraphrase,TWAIN_TOM_SAWYER_029,paraphrase,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,pass,,8c5df42ef1fd4f4ec9d4738a0d71d3ea9acd7ad54b181f3d45a415e4e9de45c6,0df10bbb8577d7b6bc4259b3737863c2b28a7c28a4ebd40b6c48cd442b64990c
E4_098,SHELLEY_FRANKENSTEIN_012__simplify,SHELLEY_FRANKENSTEIN_012,simplify,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,pass,,d3f969002b694c994ac98ff2a995aecac5ab89efd9a304719488256f5a899da7,e814a21216ae37b2261add2472e1c3af9610d46b31df157313217d91753c7c18
E4_099,POE_WORKS_VOLUME_2_002__modernize,POE_WORKS_VOLUME_2_002,modernize,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,warning,length_soft_warning,512ac20772f9a478ed64f8a3f26dbcaaa633149c6b16141a1a86f5d3a785bd3f,75a9423ceae8eaeb07b5b320e5494dccc1c6abdaa61f265298638932e6395445
E4_100,POE_WORKS_VOLUME_2_022__modernize,POE_WORKS_VOLUME_2_022,modernize,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,e9ea30aecb0bb0354d95a31d6d4b892d534a6b90562b9fb7b18f4321466fdd09,b603a7be8186426e4a405f23c88b6d7288cff10b173bb60d652916f44a3d9c37
E4_101,DICKENS_GREAT_EXPECTATIONS_013__paraphrase,DICKENS_GREAT_EXPECTATIONS_013,paraphrase,dickens,Charles Dickens,great_expectations,Great Expectations,warning,length_soft_warning,f00e6691333b74ea030e1ac75697bdf5b9193e56e0a6b269f7434c94676e1704,059eef6d6a44569d3863a71efeb675445369b592c21d3f32ea6936afd0f3df7e
E4_102,DICKENS_GREAT_EXPECTATIONS_002__modernize,DICKENS_GREAT_EXPECTATIONS_002,modernize,dickens,Charles Dickens,great_expectations,Great Expectations,pass,,218b698f7f28079392a585601218df8d3d2ae59d6f4efe1bad1f0918b34b0701,a749096cab0cc8ced42ca3b18d15c6821e6a616762f68c6ff33a3d9caf02be96
E4_103,TWAIN_TOM_SAWYER_029__modernize,TWAIN_TOM_SAWYER_029,modernize,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,pass,,8c5df42ef1fd4f4ec9d4738a0d71d3ea9acd7ad54b181f3d45a415e4e9de45c6,7f93a265f1702c87ac073e9e97900530e170b6daa7e795ccec0a065e51d71c10
E4_104,TWAIN_TOM_SAWYER_020__modernize,TWAIN_TOM_SAWYER_020,modernize,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,pass,,eecb99b29dfed877e648df2f802e8a38d15fd8e0a3f4f2a900dfeb1fcbcd7e33,568540b0ea7d47b5a043dfa16469470922637892bf7234d12ba9477d86d298f2
E4_105,WILDE_DORIAN_GRAY_015__simplify,WILDE_DORIAN_GRAY_015,simplify,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,pass,,1d15234310b3afcf1923d571df7810586da8259c9dbbab086812216aa34f2e5b,8ab43be049f5d6bc94afea35f0a9d588f774b1385c0a9d360d799e8f9339cfcf
E4_106,TWAIN_TOM_SAWYER_005__modernize,TWAIN_TOM_SAWYER_005,modernize,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,pass,,f6bd5abe3e5b07e21ebc564f30cbd1e61a0b6b4c043c3ce9bb155d80d1652182,ee31808e689f92b49492a9ebdc61099649dfa38e80fdff2f11c216f043fc025b
E4_107,DICKENS_GREAT_EXPECTATIONS_009__paraphrase,DICKENS_GREAT_EXPECTATIONS_009,paraphrase,dickens,Charles Dickens,great_expectations,Great Expectations,pass,,aecd0dbd5d803d112e64f4ad8667e5bcdd70e1354d200d46f541ed7305af6126,5de74d80144fcabe7351d971fa5fdb264182998a84c3647d8e3f8a12eab89ce1
E4_108,WILDE_DORIAN_GRAY_012__simplify,WILDE_DORIAN_GRAY_012,simplify,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,pass,,c0332f3a68d68a864877a8266f44dadd6ce3d7040fa2190986f196880dbd8b6f,ee8ffcaecfffa736f43342781397e7aeeafa25c50def21ab46b1a878a0f680db
